geneID,strand,t10R1,t10R2,t10R3,apoR1,apoR2,apoR3,accession,start,end,length
EGW08_000001,-,188.7711388942325,187.03341106441923,196.31021727225266,106.23141876980279,110.86528461047942,111.55534744921873,RQTK01000001.1,1936,13730,11794
EGW08_000002,+,0,0.38807974535385836,0,0.8165401668797286,0.2789169663960916,0.5805122146188059,RQTK01000001.1,15782,20151,4369
EGW08_000003,+,10.0289405041931,11.58194231293521,10.950102946895072,16.459072379710907,18.012726299704052,16.614903151362757,RQTK01000001.1,53149,57614,4465
EGW08_000004,-,43.65641953636944,41.0929272400141,40.257738118999804,31.641294630644627,31.733250185545167,31.79722540110416,RQTK01000001.1,63607,71364,7757
EGW08_000005,+,57.55257025971806,53.68532299554387,52.57226844934032,38.99943687911998,39.439662512919604,40.03002005365662,RQTK01000001.1,79560,100215,20655
EGW08_000006,+,32.06367997734813,26.23629257177574,25.46090370519309,30.467554377949483,29.644275402643906,28.773941713629547,RQTK01000001.1,108656,115377,6721
EGW08_000007,-,1.1530575187258514,1.7696598407805502,1.212939614849645,3.449097242810185,2.7445680769921714,2.159525209727435,RQTK01000001.1,119663,128765,9102
EGW08_000008,+,1.4431469782392137,1.8246116841011644,1.343654964403371,0.7038311161343894,1.2020868521235555,0.9666483659847227,RQTK01000001.1,144710,155861,11151
EGW08_000009,+,4.841706300021556,4.212815428136211,4.907591472374793,1.8225015734754262,1.8676115300060048,2.0907754558626572,RQTK01000001.1,161130,182662,21532
EGW08_000010,+,45.09238846672737,48.63213633269532,44.12049441392938,7.074291196510691,10.356273876922302,10.777299712476896,RQTK01000001.1,195108,196520,1412
EGW08_000011,+,0.4762472886561578,0.7006963955335259,0.5367647012038831,0.2775156739865838,0.35548081277261495,0.49324345890112076,RQTK01000001.1,220816,241384,20568
EGW08_000012,+,0.09457627769165271,0.0859448706128856,0.13324277283389174,6.751080812025612,7.309388015266052,6.7280427972107555,RQTK01000001.1,251463,281055,29592
EGW08_000013,-,4.626802146411182,6.540398338808073,6.663274289133876,5.941404635283672,6.043696198931328,6.444691490649452,RQTK01000001.1,287743,295909,8166
EGW08_000014,-,17.354192112668258,22.41219608839145,18.73955803927176,9.855165631548216,10.85924455236469,9.323092555372298,RQTK01000001.1,330674,337407,6733
EGW08_000015,-,156.70961030839783,136.3904428706646,171.64762727150546,195.81663536371326,171.0636468934111,214.02175995792052,RQTK01000001.1,351969,352286,317
EGW08_000016,-,0.13169119186200764,0.1595633735602303,0.44527613028803203,1.2086269867072392,1.9495576741141454,1.9094732660790987,RQTK01000001.1,396615,401928,5313
EGW08_000017,-,0.0499982351266862,0.06058026323606571,0.02817579057953783,0.6373202781723478,0.6966346869712872,0.7249557998197979,RQTK01000001.1,404165,432153,27988
EGW08_000018,-,15.703435713879353,27.483497876387897,13.76580595306916,12.454986495602363,7.597183455015736,7.906040728396393,RQTK01000001.1,440878,441279,401
EGW08_000019,+,4.107682792736869,2.488532887648249,3.086434546928003,0,0,0.620415329175529,RQTK01000001.1,456260,457282,1022
EGW08_000020,+,0.16639127285680064,0.10080382921825251,0,0.16967724086076263,0.07244876493368158,0.07539411015664574,RQTK01000001.1,485254,493664,8410
EGW08_000021,+,9.510268116110836,9.824179410603117,9.962941873077913,7.087059244700164,7.6977996339093835,8.121240442916827,RQTK01000001.1,528169,539646,11477
EGW08_000022,+,31.894936545693902,29.914906477062296,34.27587697628503,77.47604665100506,78.5263198911881,83.7353043640716,RQTK01000001.1,549881,556484,6603
EGW08_000023,-,31.63657999692112,29.96704192534568,33.292705600569,18.71514958057662,22.070358830471648,21.066843375846357,RQTK01000001.1,585244,593250,8006
EGW08_000024,+,4.393565477945662,3.712409385892067,3.6487404360444406,2.9475865397814873,2.9198594199249106,2.2003393860638196,RQTK01000001.1,598989,611092,12103
EGW08_000025,+,3.5950543240418447,7.0636872966991,5.146986426438678,7.133937153590404,7.361281466327843,8.9813325336167,RQTK01000001.1,673383,680584,7201
EGW08_000026,+,0.7168804327488183,0.43430338305609817,2.4239263117011416,0,1.2485535104349632,0.3248281077957944,RQTK01000001.1,800962,802914,1952
EGW08_000027,+,5.218119663903608,4.516088875588661,5.125040020365054,7.677687255462411,7.27050294761702,8.174067807000242,RQTK01000001.1,809702,819088,9386
EGW08_000028,-,2.5087959048867012,3.7152837613468286,0.3141769030837071,0,0,0,RQTK01000001.1,821918,824428,2510
EGW08_000029,-,1.4771470141369036,1.193188182583397,2.2198002160171844,0,0,0,RQTK01000001.1,834676,836097,1421
EGW08_000030,+,0.1857451121260591,0.22505769971474987,0.2392548624818279,1.2176568530748562,1.132259236253066,0.6733087477126418,RQTK01000001.1,928524,954892,26368
EGW08_000031,-,2.3811613491009314,2.1833412163644317,2.3573381961969653,4.101664814543707,3.9509965942792933,3.703375056797674,RQTK01000001.1,965155,986899,21744
EGW08_000032,+,10.932426599419479,11.038544319342495,13.690694908682376,16.722487448894693,15.338133055273959,14.860885931657595,RQTK01000001.1,980413,981565,1152
EGW08_000033,+,0.2889628176058012,0.11670707650406162,0.434242305473626,0,0,0.08728861046494917,RQTK01000001.1,997735,1004999,7264
EGW08_000034,-,9.010493561426298,7.362996678059181,5.904342817760593,10.897913353936763,7.6640768942422905,10.064515339958582,RQTK01000001.1,1007557,1010896,3339
EGW08_000035,+,41.1353732014501,39.87327521530963,36.24704772829985,33.17684308407114,32.565158369442116,34.22795890334391,RQTK01000001.1,1040695,1042566,1871
EGW08_000036,-,23.408018823321637,20.591792299473735,18.793019885648693,19.78291213019256,24.712433092880474,22.3753271833818,RQTK01000001.1,1049563,1053927,4364
EGW08_000037,+,0.30803702666322386,0.22393947443660395,0.16201720487161322,0.104706759094172,0.19671378133940542,0.1861009264234659,RQTK01000001.1,1056850,1090921,34071
EGW08_000038,-,4.861184419866448,6.093149523661981,6.612467881146063,5.982809756512395,7.590631020794831,4.253427182483694,RQTK01000001.1,1066973,1071147,4174
EGW08_000039,+,12.165771097061594,11.437896535808516,12.547492408249362,9.421557551686742,9.494843673367216,9.828844302061665,RQTK01000001.1,1114731,1139116,24385
EGW08_000040,-,14.752190110060019,15.320967537207896,19.002024740725417,30.087045691184024,20.187455554261696,30.55732368276582,RQTK01000001.1,1148461,1148793,332
EGW08_000041,-,0.2219664682587152,0.283886636542494,0.30576585044294585,0.21377496189449263,0.06443124973216963,0.12292619063767951,RQTK01000001.1,1159457,1216196,56739
EGW08_000042,+,0.3650479838414852,0.29487311433930563,0.4114351443861416,0.8065570757959643,0.6357851614875777,0.7719045678124755,RQTK01000001.1,1237898,1249398,11500
EGW08_000043,+,6.934122242087036,7.588646324908599,6.80683143285896,0.4561974410610658,0.38957424110758443,0.20270603146336022,RQTK01000001.1,1261292,1264420,3128
EGW08_000044,-,13.965102449055465,13.479272522022555,14.672571539480975,10.620325813280887,10.409117967239254,10.617791301644397,RQTK01000001.1,1268309,1274221,5912
EGW08_000045,-,0.9820769995735528,0.7271804617108967,1.3528422168030494,1.557844536723814,0.9502403510484436,1.681081710713606,RQTK01000001.1,1285278,1298102,12824
EGW08_000046,-,0.2943168749798646,0.2037762643412063,0.18955207661561319,2.401033392097373,3.7712453367287417,2.4385629379672498,RQTK01000001.1,1312552,1329193,16641
EGW08_000047,-,0.9236637654955072,0,0,0.470952341795054,0.40217433207410036,0.4185244002755054,RQTK01000001.1,1380570,1382085,1515
EGW08_000048,-,40.08324456566277,41.01195129416821,46.18060500323975,1.8166589377963254,6.205414264466067,3.6324507942434856,RQTK01000001.1,1431833,1433404,1571
EGW08_000049,-,0.20786550872336504,0.2518598347372263,0,0,0,0.1883732817639307,RQTK01000001.1,1442134,1445500,3366
EGW08_000050,+,18.427921866598254,17.96078994305433,14.878943900756694,17.321578001027373,15.066581198237403,15.883255678818017,RQTK01000001.1,1452345,1467874,15529
EGW08_000051,-,2.3329916401428674,2.3556372761505733,1.5651477189983027,0.849665923094046,1.064184700542217,0.9564325866886649,RQTK01000001.1,1474421,1487017,12596
EGW08_000052,-,0.3430902103773357,0.2771363856572421,0.5155828877019318,3.148791360105702,2.9877122250356094,2.383701001569138,RQTK01000001.1,1489774,1495892,6118
EGW08_000053,+,0.2490834113075282,0.150900712660289,0.4211021858704725,3.175030250175805,2.6028940395539855,1.9186714006934216,RQTK01000001.1,1490418,1496036,5618
EGW08_000054,-,15.835414824174016,18.682029504373812,27.710814519157942,141.5086966491339,134.63258842002932,135.95188082802898,RQTK01000001.1,1529975,1531654,1679
EGW08_000055,-,0.36071935162202096,0.4856276586615705,0.27103764452315,1.389629095827647,1.4659078163415824,1.4891815960997319,RQTK01000001.1,1545678,1563135,17457
EGW08_000056,-,9.622253667072547,9.99324405177411,6.197123982240509,26.633326441199667,27.53195402970929,37.371186625779416,RQTK01000001.1,1566716,1567225,509
EGW08_000057,+,5.354657926246276,6.487960742797221,8.046775783062293,14.561077506520547,21.76050403900936,11.322579757453404,RQTK01000001.1,1580614,1581006,392
EGW08_000058,-,2.893694205436759,2.901632186168295,2.699089652276457,0.15262966296766406,0.260679169891156,0.3164896794724569,RQTK01000001.1,1603871,1617895,14024
EGW08_000059,-,0.871985519587377,1.1871230780467192,1.0269602801566906,0.46958062954247576,0.452194810383122,0.4972149345269612,RQTK01000001.1,1626303,1697716,71413
EGW08_000060,-,0.37054166681469436,0.3367245612573164,0.46983028205090316,1.2280426812728173,1.1293681428957592,1.5110764458510568,RQTK01000001.1,1707541,1722647,15106
EGW08_000061,-,1.6833832734014245,1.8542436651913903,1.8627969135593028,0.9051308458777645,1.012824859908397,1.3313689583567259,RQTK01000001.1,1741246,1764106,22860
EGW08_000062,-,1.4244731308516219,2.039770988049518,2.3352479044681984,0.6602746602068359,0.7893871537378927,0.5867707444173521,RQTK01000001.1,1766763,1772166,5403
EGW08_000063,+,44.841399425091645,48.89879406235547,46.49630236707305,80.47942688500312,82.00283940357298,81.54386002633395,RQTK01000001.1,1784518,1789199,4681
