geneID,strand,t10R1,t10R2,t10R3,apoR1,apoR2,apoR3,accession,start,end,length
EGW08_000001,-,608.4595380143797,600.6646555250529,632.2940753226778,345.42959855612,359.2276905961523,362.615226449277,RQTK01000001.1,1936,13730,11794
EGW08_000002,+,0,0.4616945853382421,0,0.983569471970729,0.3347881552620245,0.6990173039986062,RQTK01000001.1,15782,20151,4369
EGW08_000003,+,12.238029677221968,14.081684852816384,13.352259083789518,20.261531122597017,22.096018247293614,20.446256141959232,RQTK01000001.1,53149,57614,4465
EGW08_000004,-,92.55009943399114,86.7985820435895,85.28217092226853,67.66957967158615,67.62720736292894,67.97943281386445,RQTK01000001.1,63607,71364,7757
EGW08_000005,+,324.88144408750196,301.94825881121034,296.5493670706156,222.0899867709906,223.80588179266337,227.87964110354562,RQTK01000001.1,79560,100215,20655
EGW08_000006,+,58.89551782163072,48.01623687517718,46.73290679326331,56.456887691119846,54.737863385341,53.300069429893725,RQTK01000001.1,108656,115377,6721
EGW08_000007,-,2.868288205598899,4.386098560713299,3.0150262447266654,8.655411353342416,6.863157182871502,5.417384105989198,RQTK01000001.1,119663,128765,9102
EGW08_000008,+,4.398041915251645,5.540335024058905,4.0918213321290455,2.163852838335604,3.682669707882269,2.9708235419940765,RQTK01000001.1,144710,155861,11151
EGW08_000009,+,28.491662842282395,24.70066031559595,28.858108342383794,10.81926419167802,11.048009123646807,12.40755714597526,RQTK01000001.1,161130,182662,21532
EGW08_000010,+,17.400948447299985,18.698630706198802,17.01336238095761,2.7539945215180412,4.017457863144294,4.194103823991637,RQTK01000001.1,195108,196520,1412
EGW08_000011,+,2.6770689918923054,3.9244039753750575,3.0150262447266654,1.5737111551531664,2.008728931572147,2.7960692159944247,RQTK01000001.1,220816,241384,20568
EGW08_000012,+,0.764876854826373,0.6925418780073631,1.0767950874023804,55.07989043036083,59.424897559009345,54.872858363890586,RQTK01000001.1,251463,281055,29592
EGW08_000013,-,10.325837540156035,14.543379438154625,14.859772206152849,13.376544818801914,13.558920288111992,14.504609057971079,RQTK01000001.1,287743,295909,8166
EGW08_000014,-,31.933608689001073,41.09081809510354,34.45744279687617,18.29439217865556,20.087289315721467,17.300678273965502,RQTK01000001.1,330674,337407,6733
EGW08_000015,-,13.576564173168121,11.773211926125173,14.859772206152849,17.114108812290684,14.898072909160089,18.698712881962717,RQTK01000001.1,351969,352286,317
EGW08_000016,-,0.19121921370659326,0.23084729266912105,0.6460770524414282,1.7704250495473122,2.845699319727208,2.7960692159944247,RQTK01000001.1,396615,401928,5313
EGW08_000017,-,0.3824384274131865,0.4616945853382421,0.2153590174804761,4.917847359853645,5.356610484192392,5.592138431988849,RQTK01000001.1,404165,432153,27988
EGW08_000018,-,1.7209729233593394,3.0010148046985736,1.5075131223633327,1.3769972607590206,0.8369703881550612,0.8737716299982577,RQTK01000001.1,440878,441279,401
EGW08_000019,+,1.1473152822395596,0.6925418780073631,0.8614360699219044,0,0,0.17475432599965154,RQTK01000001.1,456260,457282,1022
EGW08_000020,+,0.3824384274131865,0.23084729266912105,0,0.3934277887882916,0.16739407763101224,0.17475432599965154,RQTK01000001.1,485254,493664,8410
EGW08_000021,+,29.830197338228547,30.7026899249931,31.227057534669033,22.42538396093262,24.272141256496774,25.688885921948778,RQTK01000001.1,528169,539646,11477
EGW08_000022,+,57.55698332568457,53.7874191919052,61.80803801689664,141.04386228060253,142.45236006399142,152.38577227169614,RQTK01000001.1,549881,556484,6603
EGW08_000023,-,69.22135536178676,65.32978382536125,72.79134790840092,41.309917822770615,48.54428251299355,46.484650715907314,RQTK01000001.1,585244,593250,8006
EGW08_000024,+,14.532660241701088,12.234906511463414,12.060104978906661,9.83569471970729,9.70885650259871,7.339681691985365,RQTK01000001.1,598989,611092,12103
EGW08_000025,+,7.075110907143951,13.850837560147262,10.121873821582376,14.163400396378497,14.563284753898065,17.824941251964457,RQTK01000001.1,673383,680584,7201
EGW08_000026,+,0.3824384274131865,0.23084729266912105,1.2921541048828564,0,0.669576310524049,0.17475432599965154,RQTK01000001.1,800962,802914,1952
EGW08_000027,+,13.385344959461527,11.542364633456051,13.13690006630904,19.868103333808726,18.74813669467337,21.145273445957837,RQTK01000001.1,809702,819088,9386
EGW08_000028,-,1.7209729233593394,2.5393202193603313,0.2153590174804761,0,0,0,RQTK01000001.1,821918,824428,2510
EGW08_000029,-,0.5736576411197798,0.4616945853382421,0.8614360699219044,0,0,0,RQTK01000001.1,834676,836097,1421
EGW08_000030,+,1.3385344959461527,1.6159310486838472,1.7228721398438087,8.852125247736561,8.202309803919599,4.893121127990243,RQTK01000001.1,928524,954892,26368
EGW08_000031,-,14.150221814287901,12.927448389470777,13.998336136230945,24.589236799268225,23.602564945972727,22.193799401955747,RQTK01000001.1,965155,986899,21744
EGW08_000032,+,3.4419458467186788,3.4627093900368155,4.307180349609522,5.311275148641936,4.854428251299355,4.718366801990592,RQTK01000001.1,980413,981565,1152
EGW08_000033,+,0.5736576411197798,0.23084729266912105,0.8614360699219044,0,0,0.17475432599965154,RQTK01000001.1,997735,1004999,7264
